Localidade;Rede;Taxa de Aprovação - 2015;Taxa de Aprovação - 2017;Taxa de Aprovação - 2019;SAEB - 2015;SAEB - 2017;SAEB - 2019;IDEB 2015;IDEB 2017;IDEB 2019;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Piracicaba;Pública;;0,93;0,96;;4,50;5,00;;4,2;4,8;;;4,4;4,6;Ensino médio;3538709
Piraju;Estadual;;0,94;0,96;;5,01;5,24;;4,7;5,0;;;4,9;5,1;Ensino médio;3538808
Piraju;Pública;;0,94;0,96;;5,01;5,24;;4,7;5,0;;;4,9;5,1;Ensino médio;3538808
Pirajuí;Estadual;;0,98;1,00;;4,56;4,79;;4,5;4,8;;;4,7;4,9;Ensino médio;3538907
Pirajuí;Pública;;0,98;1,00;;4,56;4,79;;4,5;4,8;;;4,7;4,9;Ensino médio;3538907
Pirangi;Estadual;;1,00;1,00;;4,50;;;4,5;;;;4,7;4,9;Ensino médio;3539004
Pirangi;Pública;;1,00;1,00;;4,50;;;4,5;;;;4,7;4,9;Ensino médio;3539004
Pirapora do Bom Jesus;Estadual;;0,81;0,94;;3,96;4,26;;3,2;4,0;;;3,4;3,6;Ensino médio;3539103
Pirapora do Bom Jesus;Pública;;0,81;0,94;;3,96;4,26;;3,2;4,0;;;3,4;3,6;Ensino médio;3539103
Pirapozinho;Estadual;;0,82;0,95;;4,85;5,14;;4,0;4,9;;;4,2;4,4;Ensino médio;3539202
Pirapozinho;Pública;;0,82;0,95;;4,85;5,14;;4,0;4,9;;;4,2;4,4;Ensino médio;3539202
Pirassununga;Estadual;;0,86;0,92;;4,81;5,14;;4,1;4,7;;;4,3;4,6;Ensino médio;3539301
Pirassununga;Pública;;0,86;0,92;;4,81;5,14;;4,1;4,7;;;4,3;4,6;Ensino médio;3539301
Piratininga;Estadual;;0,81;0,84;;4,22;4,62;;3,4;3,9;;;3,6;3,9;Ensino médio;3539400
Piratininga;Pública;;0,81;0,84;;4,22;4,62;;3,4;3,9;;;3,6;3,9;Ensino médio;3539400
Pitangueiras;Estadual;;0,92;0,94;;4,34;4,75;;4,0;4,5;;;4,2;4,4;Ensino médio;3539509
Pitangueiras;Pública;;0,92;0,94;;4,34;4,75;;4,0;4,5;;;4,2;4,4;Ensino médio;3539509
Planalto;Estadual;;0,82;0,87;;;4,13;;;3,6;;;;3,8;Ensino médio;3539608
Planalto;Pública;;0,82;0,87;;;4,13;;;3,6;;;;3,8;Ensino médio;3539608
Platina;Estadual;;0,82;0,98;;4,38;;;3,6;;;;3,8;4,0;Ensino médio;3539707
Platina;Pública;;0,82;0,98;;4,38;;;3,6;;;;3,8;4,0;Ensino médio;3539707
Poá;Estadual;;0,88;0,92;;4,50;4,86;;3,9;4,5;;;4,2;4,4;Ensino médio;3539806
Poá;Pública;;0,88;0,92;;4,50;4,86;;3,9;4,5;;;4,2;4,4;Ensino médio;3539806
Poloni;Estadual;;0,80;0,96;;4,92;4,60;;3,9;4,4;;;4,2;4,4;Ensino médio;3539905
Poloni;Pública;;0,80;0,96;;4,92;4,60;;3,9;4,4;;;4,2;4,4;Ensino médio;3539905
Pompéia;Estadual;;0,90;0,90;;4,26;4,79;;3,9;4,3;;;4,1;4,3;Ensino médio;3540002
Pompéia;Pública;;0,90;0,90;;4,26;4,79;;3,9;4,3;;;4,1;4,3;Ensino médio;3540002
Pongaí;Estadual;;0,92;0,96;;4,49;4,60;;4,1;4,4;;;4,4;4,6;Ensino médio;3540101
Pongaí;Pública;;0,92;0,96;;4,49;4,60;;4,1;4,4;;;4,4;4,6;Ensino médio;3540101
Pontal;Estadual;;0,96;0,97;;4,31;4,66;;4,2;4,5;;;4,4;4,6;Ensino médio;3540200
Pontal;Pública;;0,96;0,97;;4,31;4,66;;4,2;4,5;;;4,4;4,6;Ensino médio;3540200
Pontalinda;Estadual;;0,85;0,99;;;4,73;;;4,7;;;;4,9;Ensino médio;3540259
Pontalinda;Pública;;0,85;0,99;;;4,73;;;4,7;;;;4,9;Ensino médio;3540259
Pontes Gestal;Estadual;;0,87;0,96;;3,37;4,05;;2,9;3,9;;;3,1;3,4;Ensino médio;3540309
Pontes Gestal;Pública;;0,87;0,96;;3,37;4,05;;2,9;3,9;;;3,1;3,4;Ensino médio;3540309
Populina;Estadual;;0,97;0,99;;5,24;5,68;;5,1;5,6;;;5,3;5,5;Ensino médio;3540408
Populina;Pública;;0,97;0,99;;5,24;5,68;;5,1;5,6;;;5,3;5,5;Ensino médio;3540408
Porangaba;Estadual;;0,92;0,94;;4,59;5,01;;4,2;4,7;;;4,4;4,6;Ensino médio;3540507
Porangaba;Pública;;0,92;0,94;;4,59;5,01;;4,2;4,7;;;4,4;4,6;Ensino médio;3540507
Porto Feliz;Estadual;;0,92;0,97;;4,44;4,57;;4,1;4,4;;;4,3;4,5;Ensino médio;3540606
Porto Feliz;Pública;;0,92;0,97;;4,44;4,57;;4,1;4,4;;;4,3;4,5;Ensino médio;3540606
Porto Ferreira;Estadual;;0,82;0,86;;4,85;5,13;;4,0;4,4;;;4,2;4,4;Ensino médio;3540705
Porto Ferreira;Municipal;;0,80;0,85;;4,52;;;3,6;;;;3,8;4,1;Ensino médio;3540705
Porto Ferreira;Pública;;0,81;0,85;;4,74;4,99;;3,9;4,3;;;4,1;4,3;Ensino médio;3540705
Potim;Estadual;;0,72;0,84;;4,36;;;3,2;;;;3,4;3,6;Ensino médio;3540754
Potim;Pública;;0,72;0,84;;4,36;;;3,2;;;;3,4;3,6;Ensino médio;3540754
Potirendaba;Estadual;;0,83;0,88;;5,01;5,43;;4,2;4,8;;;4,4;4,6;Ensino médio;3540804
Potirendaba;Pública;;0,83;0,88;;5,01;5,43;;4,2;4,8;;;4,4;4,6;Ensino médio;3540804
Pracinha;Estadual;;0,95;;;3,89;;;3,7;;;;3,9;4,1;Ensino médio;3540853
Pracinha;Pública;;0,95;;;3,89;;;3,7;;;;3,9;4,1;Ensino médio;3540853
Pradópolis;Estadual;;0,95;0,97;;4,64;5,36;;4,4;5,2;;;4,6;4,9;Ensino médio;3540903
Pradópolis;Pública;;0,95;0,97;;4,64;5,36;;4,4;5,2;;;4,6;4,9;Ensino médio;3540903
Praia Grande;Estadual;;0,89;0,93;;4,26;4,86;;3,8;4,5;;;4,0;4,2;Ensino médio;3541000
Praia Grande;Pública;;0,89;0,93;;4,26;4,86;;3,8;4,5;;;4,0;4,2;Ensino médio;3541000
Pratânia;Estadual;;0,96;0,97;;4,11;4,52;;3,9;4,4;;;4,2;4,4;Ensino médio;3541059
Pratânia;Pública;;0,96;0,97;;4,11;4,52;;3,9;4,4;;;4,2;4,4;Ensino médio;3541059
Presidente Alves;Estadual;;0,95;0,97;;4,04;;;3,8;;;;4,1;4,3;Ensino médio;3541109
Presidente Alves;Pública;;0,95;0,97;;4,04;;;3,8;;;;4,1;4,3;Ensino médio;3541109
Presidente Bernardes;Estadual;;0,96;0,92;;4,51;4,58;;4,3;4,2;;;4,5;4,7;Ensino médio;3541208
Presidente Bernardes;Pública;;0,96;0,92;;4,51;4,58;;4,3;4,2;;;4,5;4,7;Ensino médio;3541208
Presidente Epitácio;Estadual;;0,93;0,93;;4,26;4,44;;4,0;4,1;;;4,2;4,4;Ensino médio;3541307
Presidente Epitácio;Federal;;0,93;0,95;;6,46;6,60;;6,0;6,3;;;6,2;6,4;Ensino médio;3541307
Presidente Epitácio;Pública;;0,93;0,93;;4,54;4,76;;4,2;4,4;;;4,5;4,7;Ensino médio;3541307
Presidente Prudente;Estadual;;0,85;0,87;;4,64;5,07;;4,0;4,4;;;4,2;4,4;Ensino médio;3541406
Presidente Prudente;Pública;;0,85;0,87;;4,64;5,07;;4,0;4,4;;;4,2;4,4;Ensino médio;3541406
Presidente Venceslau;Estadual;;0,87;0,96;;4,84;5,15;;4,2;4,9;;;4,4;4,7;Ensino médio;3541505
Presidente Venceslau;Pública;;0,87;0,96;;4,84;5,15;;4,2;4,9;;;4,4;4,7;Ensino médio;3541505
Promissão;Estadual;;0,78;0,80;;4,30;4,57;;3,3;3,7;;;3,6;3,8;Ensino médio;3541604
Promissão;Pública;;0,78;0,80;;4,30;4,57;;3,3;3,7;;;3,6;3,8;Ensino médio;3541604
Quadra;Estadual;;1,00;0,99;;4,56;;;4,6;;;;4,8;5,0;Ensino médio;3541653
Quadra;Pública;;1,00;0,99;;4,56;;;4,6;;;;4,8;5,0;Ensino médio;3541653
Quatá;Estadual;;0,92;0,95;;4,38;4,86;;4,0;4,6;;;4,2;4,5;Ensino médio;3541703
Quatá;Pública;;0,92;0,95;;4,38;4,86;;4,0;4,6;;;4,2;4,5;Ensino médio;3541703
Queiroz;Estadual;;0,89;0,90;;3,96;;;3,5;;;;3,7;3,9;Ensino médio;3541802
Queiroz;Pública;;0,89;0,90;;3,96;;;3,5;;;;3,7;3,9;Ensino médio;3541802
Queluz;Estadual;;0,87;0,94;;4,38;;;3,8;;;;4,0;4,2;Ensino médio;3541901
Queluz;Pública;;0,87;0,94;;4,38;;;3,8;;;;4,0;4,2;Ensino médio;3541901
Quintana;Estadual;;0,82;0,96;;4,45;4,58;;3,6;4,4;;;3,9;4,1;Ensino médio;3542008
Quintana;Pública;;0,82;0,96;;4,45;4,58;;3,6;4,4;;;3,9;4,1;Ensino médio;3542008
Rafard;Estadual;;0,82;0,98;;4,89;4,97;;4,0;4,9;;;4,2;4,4;Ensino médio;3542107
Rafard;Pública;;0,82;0,98;;4,89;4,97;;4,0;4,9;;;4,2;4,4;Ensino médio;3542107
Rancharia;Estadual;;0,93;0,98;;4,37;4,79;;4,1;4,7;;;4,3;4,5;Ensino médio;3542206
Rancharia;Pública;;0,93;0,98;;4,37;4,79;;4,1;4,7;;;4,3;4,5;Ensino médio;3542206
Redenção da Serra;Estadual;;0,87;0,95;;4,58;4,51;;4,0;4,3;;;4,2;4,4;Ensino médio;3542305
Redenção da Serra;Pública;;0,87;0,95;;4,58;4,51;;4,0;4,3;;;4,2;4,4;Ensino médio;3542305
Regente Feijó;Estadual;;0,91;0,89;;4,48;4,69;;4,1;4,2;;;4,3;4,5;Ensino médio;3542404
Regente Feijó;Pública;;0,91;0,89;;4,48;4,69;;4,1;4,2;;;4,3;4,5;Ensino médio;3542404
Reginópolis;Estadual;;0,97;0,96;;4,10;;;4,0;;;;4,2;4,4;Ensino médio;3542503
Reginópolis;Pública;;0,97;0,96;;4,10;;;4,0;;;;4,2;4,4;Ensino médio;3542503
Registro;Estadual;;0,92;0,94;;4,65;5,05;;4,3;4,8;;;4,5;4,7;Ensino médio;3542602
Registro;Federal;;;0,99;;;;;;;;;;;Ensino médio;3542602
Registro;Pública;;0,93;0,95;;4,65;5,29;;4,3;5,0;;;4,5;4,7;Ensino médio;3542602
Restinga;Estadual;;0,84;0,86;;4,64;4,08;;3,9;3,5;;;4,1;4,3;Ensino médio;3542701
Restinga;Pública;;0,84;0,86;;4,64;4,08;;3,9;3,5;;;4,1;4,3;Ensino médio;3542701
Ribeira;Estadual;;0,99;0,99;;4,11;4,37;;4,1;4,3;;;4,3;4,5;Ensino médio;3542800
Ribeira;Pública;;0,99;0,99;;4,11;4,37;;4,1;4,3;;;4,3;4,5;Ensino médio;3542800
Ribeirão Bonito;Estadual;;0,90;0,84;;4,33;4,61;;3,9;3,9;;;4,1;4,3;Ensino médio;3542909
Ribeirão Bonito;Pública;;0,90;0,84;;4,33;4,61;;3,9;3,9;;;4,1;4,3;Ensino médio;3542909
Ribeirão Branco;Estadual;;0,96;0,94;;4,48;4,83;;4,3;4,5;;;4,5;4,7;Ensino médio;3543006
Ribeirão Branco;Pública;;0,96;0,94;;4,48;4,83;;4,3;4,5;;;4,5;4,7;Ensino médio;3543006
Ribeirão Corrente;Estadual;;0,86;0,92;;4,07;4,79;;3,5;4,4;;;3,7;3,9;Ensino médio;3543105
Ribeirão Corrente;Pública;;0,86;0,92;;4,07;4,79;;3,5;4,4;;;3,7;3,9;Ensino médio;3543105
Ribeirão do Sul;Estadual;;0,85;0,96;;4,49;5,33;;3,8;5,1;;;4,0;4,2;Ensino médio;3543204
Ribeirão do Sul;Pública;;0,85;0,96;;4,49;5,33;;3,8;5,1;;;4,0;4,2;Ensino médio;3543204
Ribeirão dos Índios;Estadual;;0,83;0,84;;3,44;;;2,9;;;;3,1;3,3;Ensino médio;3543238
Ribeirão dos Índios;Pública;;0,83;0,84;;3,44;;;2,9;;;;3,1;3,3;Ensino médio;3543238
Ribeirão Grande;Estadual;;0,96;0,92;;4,64;4,89;;4,5;4,5;;;4,7;4,9;Ensino médio;3543253
Ribeirão Grande;Pública;;0,96;0,92;;4,64;4,89;;4,5;4,5;;;4,7;4,9;Ensino médio;3543253
Ribeirão Pires;Estadual;;0,89;0,94;;4,87;5,11;;4,3;4,8;;;4,5;4,8;Ensino médio;3543303
Ribeirão Pires;Pública;;0,89;0,94;;4,87;5,11;;4,3;4,8;;;4,5;4,8;Ensino médio;3543303
Ribeirão Preto;Estadual;;0,82;0,85;;4,33;4,84;;3,5;4,1;;;3,7;4,0;Ensino médio;3543402
Ribeirão Preto;Pública;;0,82;0,85;;4,33;4,84;;3,5;4,1;;;3,7;4,0;Ensino médio;3543402
Riversul;Estadual;;0,91;0,95;;4,81;5,05;;4,4;4,8;;;4,6;4,8;Ensino médio;3543501
Riversul;Pública;;0,91;0,95;;4,81;5,05;;4,4;4,8;;;4,6;4,8;Ensino médio;3543501
Rifaina;Estadual;;0,86;0,93;;3,83;4,17;;3,3;3,9;;;3,5;3,7;Ensino médio;3543600
Rifaina;Pública;;0,86;0,93;;3,83;4,17;;3,3;3,9;;;3,5;3,7;Ensino médio;3543600
Rincão;Estadual;;0,80;0,88;;3,71;3,93;;3,0;3,5;;;3,2;3,4;Ensino médio;3543709
Rincão;Pública;;0,80;0,88;;3,71;3,93;;3,0;3,5;;;3,2;3,4;Ensino médio;3543709
Rinópolis;Estadual;;0,89;0,92;;4,26;4,44;;3,8;4,1;;;4,0;4,2;Ensino médio;3543808
Rinópolis;Pública;;0,89;0,92;;4,26;4,44;;3,8;4,1;;;4,0;4,2;Ensino médio;3543808
Rio Claro;Estadual;;0,86;0,92;;4,71;5,30;;4,0;4,9;;;4,3;4,5;Ensino médio;3543907
Rio Claro;Pública;;0,86;0,92;;4,71;5,30;;4,0;4,9;;;4,3;4,5;Ensino médio;3543907
Rio das Pedras;Estadual;;0,93;0,93;;4,82;5,04;;4,5;4,7;;;4,7;4,9;Ensino médio;3544004
Rio das Pedras;Pública;;0,93;0,93;;4,82;5,04;;4,5;4,7;;;4,7;4,9;Ensino médio;3544004
Rio Grande da Serra;Estadual;;0,87;0,92;;4,32;4,78;;3,7;4,4;;;4,0;4,2;Ensino médio;3544103
Rio Grande da Serra;Pública;;0,87;0,92;;4,32;4,78;;3,7;4,4;;;4,0;4,2;Ensino médio;3544103
Riolândia;Estadual;;0,91;0,96;;3,72;4,12;;3,4;3,9;;;3,6;3,8;Ensino médio;3544202
Riolândia;Pública;;0,91;0,96;;3,72;4,12;;3,4;3,9;;;3,6;3,8;Ensino médio;3544202
Rosana;Estadual;;0,89;0,98;;4,34;4,68;;3,9;4,6;;;4,1;4,3;Ensino médio;3544251
Rosana;Pública;;0,89;0,98;;4,34;4,68;;3,9;4,6;;;4,1;4,3;Ensino médio;3544251
Roseira;Estadual;;0,80;0,87;;5,01;4,98;;4,0;4,3;;;4,2;4,4;Ensino médio;3544301
Roseira;Pública;;0,80;0,87;;5,01;4,98;;4,0;4,3;;;4,2;4,4;Ensino médio;3544301
Rubiácea;Estadual;;0,98;0,95;;5,26;4,36;;5,2;4,2;;;5,4;5,6;Ensino médio;3544400
Rubiácea;Pública;;0,98;0,95;;5,26;4,36;;5,2;4,2;;;5,4;5,6;Ensino médio;3544400
Rubinéia;Estadual;;0,91;0,93;;4,81;5,37;;4,4;5,0;;;4,6;4,8;Ensino médio;3544509
Rubinéia;Pública;;0,91;0,93;;4,81;5,37;;4,4;5,0;;;4,6;4,8;Ensino médio;3544509
Sabino;Estadual;;0,85;0,76;;4,70;4,56;;4,0;3,5;;;4,2;4,4;Ensino médio;3544608
Sabino;Pública;;0,85;0,76;;4,70;4,56;;4,0;3,5;;;4,2;4,4;Ensino médio;3544608
Sagres;Estadual;;0,94;0,87;;3,85;4,27;;3,6;3,7;;;3,8;4,1;Ensino médio;3544707
Sagres;Pública;;0,94;0,87;;3,85;4,27;;3,6;3,7;;;3,8;4,1;Ensino médio;3544707
Sales;Estadual;;0,87;0,99;;4,40;4,87;;3,8;4,8;;;4,0;4,2;Ensino médio;3544806
Sales;Pública;;0,87;0,99;;4,40;4,87;;3,8;4,8;;;4,0;4,2;Ensino médio;3544806
Sales Oliveira;Estadual;;0,78;0,96;;4,40;4,54;;3,4;4,4;;;3,7;3,9;Ensino médio;3544905
Sales Oliveira;Pública;;0,78;0,96;;4,40;4,54;;3,4;4,4;;;3,7;3,9;Ensino médio;3544905
Salesópolis;Estadual;;0,86;0,94;;;4,86;;;4,6;;;;4,8;Ensino médio;3545001
Salesópolis;Pública;;0,86;0,94;;;4,86;;;4,6;;;;4,8;Ensino médio;3545001
Salmourão;Estadual;;0,90;0,98;;3,41;4,47;;3,1;4,4;;;3,3;3,5;Ensino médio;3545100
Salmourão;Pública;;0,90;0,98;;3,41;4,47;;3,1;4,4;;;3,3;3,5;Ensino médio;3545100
Saltinho;Estadual;;0,97;0,96;;5,02;;;4,9;;;;5,1;5,3;Ensino médio;3545159
Saltinho;Pública;;0,97;0,96;;5,02;;;4,9;;;;5,1;5,3;Ensino médio;3545159
Salto;Estadual;;0,94;0,96;;4,38;4,84;;4,1;4,6;;;4,3;4,6;Ensino médio;3545209
Salto;Federal;;0,96;1,00;;5,69;;;5,5;;;;5,7;5,8;Ensino médio;3545209
Salto;Pública;;0,94;0,96;;4,45;4,97;;4,2;4,8;;;4,4;4,6;Ensino médio;3545209
Salto de Pirapora;Estadual;;0,88;0,94;;4,35;4,82;;3,8;4,5;;;4,1;4,3;Ensino médio;3545308
Salto de Pirapora;Pública;;0,88;0,94;;4,35;4,82;;3,8;4,5;;;4,1;4,3;Ensino médio;3545308
Salto Grande;Estadual;;0,82;0,89;;4,38;4,72;;3,6;4,2;;;3,8;4,0;Ensino médio;3545407
Salto Grande;Pública;;0,82;0,89;;4,38;4,72;;3,6;4,2;;;3,8;4,0;Ensino médio;3545407
Sandovalina;Estadual;;0,95;0,98;;4,77;4,38;;4,5;4,3;;;4,7;5,0;Ensino médio;3545506
Sandovalina;Pública;;0,95;0,98;;4,77;4,38;;4,5;4,3;;;4,7;5,0;Ensino médio;3545506
Santa Adélia;Estadual;;0,94;0,97;;3,76;;;3,5;;;;3,8;4,0;Ensino médio;3545605
Santa Adélia;Pública;;0,94;0,97;;3,76;;;3,5;;;;3,8;4,0;Ensino médio;3545605
Santa Albertina;Estadual;;0,97;0,97;;4,66;5,04;;4,5;4,9;;;4,7;5,0;Ensino médio;3545704
Santa Albertina;Pública;;0,97;0,97;;4,66;5,04;;4,5;4,9;;;4,7;5,0;Ensino médio;3545704
Santa Bárbara d'Oeste;Estadual;;0,90;0,93;;4,72;5,10;;4,2;4,8;;;4,5;4,7;Ensino médio;3545803
Santa Bárbara d'Oeste;Pública;;0,90;0,93;;4,72;5,10;;4,2;4,8;;;4,5;4,7;Ensino médio;3545803
Santa Branca;Estadual;;0,93;0,82;;4,72;4,71;;4,4;3,9;;;4,6;4,8;Ensino médio;3546009
Santa Branca;Pública;;0,93;0,82;;4,72;4,71;;4,4;3,9;;;4,6;4,8;Ensino médio;3546009
Santa Clara d'Oeste;Estadual;;0,95;0,98;;4,30;4,19;;4,1;4,1;;;4,3;4,5;Ensino médio;3546108
Santa Clara d'Oeste;Pública;;0,95;0,98;;4,30;4,19;;4,1;4,1;;;4,3;4,5;Ensino médio;3546108
Santa Cruz da Conceição;Estadual;;0,83;0,94;;4,16;4,18;;3,5;3,9;;;3,7;3,9;Ensino médio;3546207
Santa Cruz da Conceição;Pública;;0,83;0,94;;4,16;4,18;;3,5;3,9;;;3,7;3,9;Ensino médio;3546207
Santa Cruz da Esperança;Estadual;;0,97;0,98;;5,22;4,67;;5,0;4,6;;;5,3;5,5;Ensino médio;3546256
Santa Cruz da Esperança;Pública;;0,97;0,98;;5,22;4,67;;5,0;4,6;;;5,3;5,5;Ensino médio;3546256
Santa Cruz das Palmeiras;Estadual;;0,83;0,83;;4,46;4,93;;3,7;4,1;;;3,9;4,1;Ensino médio;3546306
Santa Cruz das Palmeiras;Pública;;0,83;0,83;;4,46;4,93;;3,7;4,1;;;3,9;4,1;Ensino médio;3546306
Santa Cruz do Rio Pardo;Estadual;;0,88;0,93;;4,79;5,04;;4,2;4,7;;;4,4;4,7;Ensino médio;3546405
Santa Cruz do Rio Pardo;Pública;;0,88;0,93;;4,79;5,04;;4,2;4,7;;;4,4;4,7;Ensino médio;3546405
Santa Ernestina;Estadual;;1,00;1,00;;4,15;3,89;;4,2;3,9;;;4,4;4,6;Ensino médio;3546504
Santa Ernestina;Pública;;1,00;1,00;;4,15;3,89;;4,2;3,9;;;4,4;4,6;Ensino médio;3546504
Santa Fé do Sul;Estadual;;0,94;0,96;;4,48;4,79;;4,2;4,6;;;4,4;4,6;Ensino médio;3546603
Santa Fé do Sul;Pública;;0,94;0,96;;4,48;4,79;;4,2;4,6;;;4,4;4,6;Ensino médio;3546603
Santa Gertrudes;Estadual;;0,88;0,94;;4,85;5,33;;4,3;5,0;;;4,5;4,7;Ensino médio;3546702
Santa Gertrudes;Pública;;0,88;0,94;;4,85;5,33;;4,3;5,0;;;4,5;4,7;Ensino médio;3546702
Santa Isabel;Estadual;;0,91;0,96;;4,57;5,05;;4,2;4,8;;;4,4;4,6;Ensino médio;3546801
Santa Isabel;Pública;;0,91;0,96;;4,57;5,05;;4,2;4,8;;;4,4;4,6;Ensino médio;3546801
Santa Lúcia;Estadual;;0,94;0,93;;3,73;;;3,5;;;;3,7;4,0;Ensino médio;3546900
Santa Lúcia;Pública;;0,94;0,93;;3,73;;;3,5;;;;3,7;4,0;Ensino médio;3546900
Santa Maria da Serra;Estadual;;0,95;0,95;;3,89;4,74;;3,7;4,5;;;3,9;4,1;Ensino médio;3547007
Santa Maria da Serra;Pública;;0,95;0,95;;3,89;4,74;;3,7;4,5;;;3,9;4,1;Ensino médio;3547007
Santa Mercedes;Estadual;;0,94;0,93;;3,92;4,71;;3,7;4,4;;;3,9;4,1;Ensino médio;3547106
Santa Mercedes;Pública;;0,94;0,93;;3,92;4,71;;3,7;4,4;;;3,9;4,1;Ensino médio;3547106
Santana da Ponte Pensa;Estadual;;1,00;0,96;;5,02;4,46;;5,0;4,3;;;5,2;5,4;Ensino médio;3547205
Santana da Ponte Pensa;Pública;;1,00;0,96;;5,02;4,46;;5,0;4,3;;;5,2;5,4;Ensino médio;3547205
Santana de Parnaíba;Estadual;;0,99;0,99;;5,80;6,31;;5,7;6,2;;;5,9;6,1;Ensino médio;3547304
Santana de Parnaíba;Municipal;;0,98;0,98;;4,29;4,47;;4,2;4,4;;;4,4;4,6;Ensino médio;3547304
Santana de Parnaíba;Pública;;0,98;0,98;;4,46;4,68;;4,4;4,6;;;4,6;4,8;Ensino médio;3547304
Santa Rita d'Oeste;Estadual;;0,95;0,99;;5,10;5,10;;4,8;5,1;;;5,0;5,3;Ensino médio;3547403
Santa Rita d'Oeste;Pública;;0,95;0,99;;5,10;5,10;;4,8;5,1;;;5,0;5,3;Ensino médio;3547403
Santa Rita do Passa Quatro;Estadual;;0,89;0,88;;4,63;5,03;;4,1;4,4;;;4,4;4,6;Ensino médio;3547502
Santa Rita do Passa Quatro;Pública;;0,89;0,88;;4,63;5,03;;4,1;4,4;;;4,4;4,6;Ensino médio;3547502
Santa Rosa de Viterbo;Estadual;;0,81;0,94;;4,80;5,18;;3,9;4,9;;;4,1;4,3;Ensino médio;3547601
Santa Rosa de Viterbo;Pública;;0,81;0,94;;4,80;5,18;;3,9;4,9;;;4,1;4,3;Ensino médio;3547601
Santa Salete;Estadual;;1,00;0,96;;5,59;5,86;;5,6;5,7;;;5,8;6,0;Ensino médio;3547650
Santa Salete;Pública;;1,00;0,96;;5,59;5,86;;5,6;5,7;;;5,8;6,0;Ensino médio;3547650
Santo Anastácio;Estadual;;0,89;0,87;;4,08;4,33;;3,6;3,8;;;3,9;4,1;Ensino médio;3547700
Santo Anastácio;Pública;;0,89;0,87;;4,08;4,33;;3,6;3,8;;;3,9;4,1;Ensino médio;3547700
Santo André;Estadual;;0,84;0,90;;4,61;4,99;;3,9;4,5;;;4,1;4,3;Ensino médio;3547809
Santo André;Pública;;0,84;0,90;;4,61;4,99;;3,9;4,5;;;4,1;4,3;Ensino médio;3547809
Santo Antônio da Alegria;Estadual;;0,95;0,93;;4,60;4,50;;4,4;4,2;;;4,6;4,8;Ensino médio;3547908
Santo Antônio da Alegria;Pública;;0,95;0,93;;4,60;4,50;;4,4;4,2;;;4,6;4,8;Ensino médio;3547908
Santo Antônio de Posse;Estadual;;0,88;0,88;;4,27;5,19;;3,8;4,6;;;4,0;4,2;Ensino médio;3548005
Santo Antônio de Posse;Pública;;0,88;0,88;;4,27;5,19;;3,8;4,6;;;4,0;4,2;Ensino médio;3548005
Santo Antônio do Aracanguá;Estadual;;0,98;0,99;;3,83;4,54;;3,8;4,5;;;4,0;4,2;Ensino médio;3548054
Santo Antônio do Aracanguá;Pública;;0,98;0,99;;3,83;4,54;;3,8;4,5;;;4,0;4,2;Ensino médio;3548054
Santo Antônio do Jardim;Estadual;;0,99;0,98;;4,45;5,11;;4,4;5,0;;;4,6;4,8;Ensino médio;3548104
Santo Antônio do Jardim;Pública;;0,99;0,98;;4,45;5,11;;4,4;5,0;;;4,6;4,8;Ensino médio;3548104
Santo Antônio do Pinhal;Estadual;;0,93;0,96;;4,75;5,22;;4,4;5,0;;;4,6;4,8;Ensino médio;3548203
Santo Antônio do Pinhal;Pública;;0,93;0,96;;4,75;5,22;;4,4;5,0;;;4,6;4,8;Ensino médio;3548203
Santo Expedito;Estadual;;0,81;0,91;;4,21;4,29;;3,4;3,9;;;3,6;3,9;Ensino médio;3548302
Santo Expedito;Pública;;0,81;0,91;;4,21;4,29;;3,4;3,9;;;3,6;3,9;Ensino médio;3548302
Santópolis do Aguapeí;Estadual;;0,99;0,99;;4,11;4,49;;4,1;4,5;;;4,3;4,5;Ensino médio;3548401
Santópolis do Aguapeí;Pública;;0,99;0,99;;4,11;4,49;;4,1;4,5;;;4,3;4,5;Ensino médio;3548401
Santos;Estadual;;0,85;0,95;;4,66;5,02;;4,0;4,8;;;4,2;4,4;Ensino médio;3548500
Santos;Pública;;0,85;0,95;;4,66;5,02;;4,0;4,8;;;4,2;4,4;Ensino médio;3548500
São Bento do Sapucaí;Estadual;;0,92;0,94;;5,09;5,31;;4,7;5,0;;;4,9;5,1;Ensino médio;3548609
São Bento do Sapucaí;Pública;;0,92;0,94;;5,09;5,31;;4,7;5,0;;;4,9;5,1;Ensino médio;3548609
São Bernardo do Campo;Estadual;;0,83;0,88;;4,70;4,99;;3,9;4,4;;;4,1;4,3;Ensino médio;3548708
São Bernardo do Campo;Pública;;0,83;0,88;;4,70;4,99;;3,9;4,4;;;4,1;4,3;Ensino médio;3548708
São Caetano do Sul;Estadual;;0,88;0,89;;5,15;5,49;;4,6;4,9;;;4,8;5,0;Ensino médio;3548807
São Caetano do Sul;Municipal;;0,86;0,92;;6,11;6,14;;5,3;5,7;;;5,5;5,7;Ensino médio;3548807
São Caetano do Sul;Pública;;0,88;0,90;;5,39;5,64;;4,7;5,1;;;4,9;5,2;Ensino médio;3548807
São Carlos;Estadual;;0,92;0,98;;4,71;4,86;;4,3;4,8;;;4,5;4,8;Ensino médio;3548906
