Localidade;Rede;IDEB 2015;IDEB 2017;IDEB 2019;IDEB 2021;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Ribeirão dos Índios;Municipal;;6,1;6,9;6,3;5,0;5,3;5,5;5,8;1º ao 5º ano;3543238
Ribeirão dos Índios;Pública;;6,1;6,9;6,3;5,8;6,0;6,3;6,5;1º ao 5º ano;3543238
Ribeirão Grande;Municipal;5,9;6,6;6,4;5,8;5,6;5,9;6,2;6,4;1º ao 5º ano;3543253
Ribeirão Grande;Pública;5,9;6,6;6,4;5,8;5,6;5,9;6,2;6,4;1º ao 5º ano;3543253
Ribeirão Pires;Estadual;6,7;7,0;7,1;6,6;6,3;6,5;6,7;7,0;1º ao 5º ano;3543303
Ribeirão Pires;Municipal;6,3;7,0;6,9;6,4;6,4;6,6;6,8;7,0;1º ao 5º ano;3543303
Ribeirão Pires;Pública;6,5;7,0;7,0;6,5;6,3;6,5;6,8;7,0;1º ao 5º ano;3543303
Ribeirão Preto;Estadual;6,1;6,0;6,3;5,9;6,0;6,2;6,5;6,7;1º ao 5º ano;3543402
Ribeirão Preto;Municipal;6,1;6,2;6,0;5,4;5,9;6,2;6,4;6,7;1º ao 5º ano;3543402
Ribeirão Preto;Pública;6,1;6,1;6,2;5,7;6,0;6,2;6,5;6,7;1º ao 5º ano;3543402
Riversul;Estadual;;;;;;;;;1º ao 5º ano;3543501
Riversul;Municipal;6,0;6,3;6,3;5,9;5,9;6,2;6,4;6,6;1º ao 5º ano;3543501
Riversul;Pública;6,0;6,3;6,3;5,9;5,9;6,2;6,4;6,6;1º ao 5º ano;3543501
Rifaina;Municipal;5,8;6,4;6,4;;5,8;6,1;6,3;6,6;1º ao 5º ano;3543600
Rifaina;Pública;5,8;6,4;6,4;;5,8;6,1;6,3;6,6;1º ao 5º ano;3543600
Rincão;Municipal;5,1;5,9;5,6;5,5;5,6;5,9;6,1;6,4;1º ao 5º ano;3543709
Rincão;Pública;5,1;5,9;5,6;5,5;5,6;5,9;6,1;6,4;1º ao 5º ano;3543709
Rinópolis;Estadual;6,5;6,4;6,7;6,0;5,5;5,8;6,0;6,3;1º ao 5º ano;3543808
Rinópolis;Pública;6,6;6,4;6,7;6,0;5,5;5,8;6,0;6,3;1º ao 5º ano;3543808
Rio Claro;Estadual;7,2;7,5;7,7;6,7;6,0;6,2;6,5;6,7;1º ao 5º ano;3543907
Rio Claro;Municipal;6,6;6,8;6,7;6,1;6,4;6,6;6,8;7,1;1º ao 5º ano;3543907
Rio Claro;Pública;6,6;6,8;6,7;6,1;6,4;6,6;6,8;7,0;1º ao 5º ano;3543907
Rio das Pedras;Estadual;;;;;6,6;6,8;7,0;7,2;1º ao 5º ano;3544004
Rio das Pedras;Municipal;5,7;6,2;6,5;6,0;5,4;5,7;6,0;6,2;1º ao 5º ano;3544004
Rio das Pedras;Pública;5,7;6,2;6,5;6,0;5,8;6,1;6,3;6,6;1º ao 5º ano;3544004
Rio Grande da Serra;Estadual;6,2;6,7;6,6;6,0;5,6;5,8;6,1;6,3;1º ao 5º ano;3544103
Rio Grande da Serra;Pública;6,2;6,7;6,6;6,0;5,6;5,8;6,1;6,3;1º ao 5º ano;3544103
Riolândia;Estadual;;;;;5,2;5,5;5,8;6,0;1º ao 5º ano;3544202
Riolândia;Municipal;6,2;6,7;6,7;6,1;5,5;5,7;6,0;6,3;1º ao 5º ano;3544202
Riolândia;Pública;6,2;6,7;6,7;6,1;5,2;5,5;5,8;6,0;1º ao 5º ano;3544202
Rosana;Estadual;6,5;6,3;6,6;6,4;5,9;6,2;6,4;6,7;1º ao 5º ano;3544251
Rosana;Municipal;6,1;6,9;7,1;6,5;6,0;6,3;6,5;6,8;1º ao 5º ano;3544251
Rosana;Pública;6,3;6,8;6,9;6,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3544251
Roseira;Municipal;6,2;6,7;6,4;6,2;5,9;6,1;6,4;6,6;1º ao 5º ano;3544301
Roseira;Pública;6,2;6,7;6,4;6,2;5,9;6,1;6,4;6,6;1º ao 5º ano;3544301
Rubiácea;Estadual;;;;;6,9;7,1;7,3;7,5;1º ao 5º ano;3544400
Rubiácea;Municipal;6,3;6,9;6,3;6,9;6,8;7,0;7,1;7,3;1º ao 5º ano;3544400
Rubiácea;Pública;6,3;6,9;6,3;6,9;7,0;7,1;7,3;7,5;1º ao 5º ano;3544400
Rubinéia;Municipal;6,1;7,1;6,8;6,6;6,8;7,1;7,2;7,4;1º ao 5º ano;3544509
Rubinéia;Pública;6,1;7,1;6,8;6,6;6,8;7,1;7,2;7,4;1º ao 5º ano;3544509
Sabino;Municipal;6,8;5,8;6,3;6,4;5,5;5,7;6,0;6,3;1º ao 5º ano;3544608
Sabino;Pública;6,8;5,8;6,3;6,4;5,5;5,7;6,0;6,3;1º ao 5º ano;3544608
Sagres;Municipal;7,1;7,1;;5,5;6,7;6,9;7,1;7,3;1º ao 5º ano;3544707
Sagres;Pública;7,1;7,1;;5,5;6,7;6,9;7,1;7,3;1º ao 5º ano;3544707
Sales;Municipal;6,1;6,6;;6,3;5,5;5,8;6,1;6,3;1º ao 5º ano;3544806
Sales;Pública;6,1;6,6;;6,3;5,5;5,8;6,1;6,3;1º ao 5º ano;3544806
Sales Oliveira;Municipal;6,2;6,4;6,3;5,7;6,1;6,3;6,6;6,8;1º ao 5º ano;3544905
Sales Oliveira;Pública;6,2;6,4;6,3;5,7;6,1;6,3;6,6;6,8;1º ao 5º ano;3544905
Salesópolis;Municipal;6,4;6,5;6,4;5,7;6,0;6,3;6,5;6,7;1º ao 5º ano;3545001
Salesópolis;Pública;6,4;6,5;6,4;5,7;6,0;6,3;6,5;6,7;1º ao 5º ano;3545001
Salmourão;Municipal;6,4;6,3;6,3;;6,1;6,3;6,6;6,8;1º ao 5º ano;3545100
Salmourão;Pública;6,4;6,3;6,3;;6,1;6,3;6,6;6,8;1º ao 5º ano;3545100
Saltinho;Municipal;6,9;6,9;7,1;7,1;6,3;6,6;6,8;7,0;1º ao 5º ano;3545159
Saltinho;Pública;6,9;6,9;7,1;7,1;6,3;6,6;6,8;7,0;1º ao 5º ano;3545159
Salto;Estadual;6,6;6,8;7,0;6,5;6,2;6,5;6,7;6,9;1º ao 5º ano;3545209
Salto;Municipal;6,6;6,8;6,8;6,6;6,4;6,6;6,9;7,1;1º ao 5º ano;3545209
Salto;Pública;6,6;6,8;6,9;6,6;6,3;6,5;6,7;6,9;1º ao 5º ano;3545209
Salto de Pirapora;Estadual;;;;;5,8;6,0;6,3;6,5;1º ao 5º ano;3545308
Salto de Pirapora;Municipal;6,3;6,7;6,6;6,1;6,2;6,4;6,7;6,9;1º ao 5º ano;3545308
Salto de Pirapora;Pública;6,3;6,8;6,6;6,1;5,9;6,2;6,4;6,6;1º ao 5º ano;3545308
Salto Grande;Municipal;6,0;7,3;6,7;6,3;5,6;5,8;6,1;6,3;1º ao 5º ano;3545407
Salto Grande;Pública;6,0;7,3;6,7;6,3;5,6;5,8;6,1;6,3;1º ao 5º ano;3545407
Sandovalina;Municipal;5,3;5,7;6,2;5,7;5,2;5,5;5,7;6,0;1º ao 5º ano;3545506
Sandovalina;Pública;5,3;5,7;6,2;5,7;5,2;5,5;5,7;6,0;1º ao 5º ano;3545506
Santa Adélia;Estadual;;;;;6,4;6,7;6,9;7,1;1º ao 5º ano;3545605
Santa Adélia;Municipal;6,4;6,8;7,2;6,2;6,1;6,4;6,6;6,8;1º ao 5º ano;3545605
Santa Adélia;Pública;6,4;6,8;7,2;6,2;6,2;6,5;6,7;6,9;1º ao 5º ano;3545605
Santa Albertina;Estadual;;;;;6,0;6,2;6,5;6,7;1º ao 5º ano;3545704
Santa Albertina;Municipal;6,3;6,5;6,5;6,4;6,4;6,6;6,8;7,1;1º ao 5º ano;3545704
Santa Albertina;Pública;6,3;6,5;6,5;6,4;6,0;6,2;6,5;6,7;1º ao 5º ano;3545704
Santa Bárbara d'Oeste;Estadual;7,0;6,8;7,0;6,8;6,6;6,8;7,0;7,2;1º ao 5º ano;3545803
Santa Bárbara d'Oeste;Municipal;6,9;7,1;7,0;6,4;6,4;6,6;6,8;7,0;1º ao 5º ano;3545803
Santa Bárbara d'Oeste;Pública;6,9;7,0;7,0;6,4;6,5;6,7;6,9;7,1;1º ao 5º ano;3545803
Santa Branca;Municipal;5,9;6,7;6,3;5,6;5,5;5,8;6,1;6,3;1º ao 5º ano;3546009
Santa Branca;Pública;5,9;6,7;6,3;5,6;5,5;5,8;6,1;6,3;1º ao 5º ano;3546009
Santa Clara d'Oeste;Estadual;;;;;6,1;6,3;6,5;6,8;1º ao 5º ano;3546108
Santa Clara d'Oeste;Municipal;;6,4;6,8;6,6;6,8;7,0;7,2;7,4;1º ao 5º ano;3546108
Santa Clara d'Oeste;Pública;;6,4;6,8;6,6;6,1;6,3;6,5;6,8;1º ao 5º ano;3546108
Santa Cruz da Conceição;Municipal;6,3;6,8;7,1;6,3;6,1;6,3;6,6;6,8;1º ao 5º ano;3546207
Santa Cruz da Conceição;Pública;6,3;6,8;7,1;6,3;6,1;6,3;6,6;6,8;1º ao 5º ano;3546207
Santa Cruz da Esperança;Municipal;5,8;5,9;6,4;6,0;5,1;5,4;5,7;6,0;1º ao 5º ano;3546256
Santa Cruz da Esperança;Pública;5,8;5,9;6,4;6,0;5,1;5,4;5,7;6,0;1º ao 5º ano;3546256
Santa Cruz das Palmeiras;Municipal;6,6;6,5;6,7;6,3;5,9;6,2;6,4;6,7;1º ao 5º ano;3546306
Santa Cruz das Palmeiras;Pública;6,6;6,5;6,7;6,3;5,9;6,2;6,4;6,7;1º ao 5º ano;3546306
Santa Cruz do Rio Pardo;Estadual;7,3;6,6;6,9;6,6;6,9;7,1;7,3;7,5;1º ao 5º ano;3546405
Santa Cruz do Rio Pardo;Municipal;6,7;6,9;7,3;6,1;5,6;5,9;6,1;6,4;1º ao 5º ano;3546405
Santa Cruz do Rio Pardo;Pública;6,9;6,8;7,1;6,2;6,1;6,4;6,6;6,8;1º ao 5º ano;3546405
Santa Ernestina;Municipal;6,7;6,7;6,5;6,3;5,7;6,0;6,2;6,5;1º ao 5º ano;3546504
Santa Ernestina;Pública;6,7;6,7;6,5;6,3;5,7;6,0;6,2;6,5;1º ao 5º ano;3546504
Santa Fé do Sul;Municipal;6,6;7,0;6,6;6,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3546603
Santa Fé do Sul;Pública;6,6;7,0;6,6;6,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3546603
Santa Gertrudes;Municipal;6,6;6,7;6,7;6,3;6,1;6,4;6,6;6,8;1º ao 5º ano;3546702
Santa Gertrudes;Pública;6,6;6,7;6,7;6,3;6,1;6,4;6,6;6,8;1º ao 5º ano;3546702
Santa Isabel;Estadual;;;;;6,2;6,4;6,6;6,9;1º ao 5º ano;3546801
Santa Isabel;Municipal;6,0;6,6;6,7;6,4;5,5;5,8;6,0;6,3;1º ao 5º ano;3546801
Santa Isabel;Pública;6,0;6,6;6,7;6,4;6,0;6,2;6,5;6,7;1º ao 5º ano;3546801
Santa Lúcia;Municipal;6,0;6,4;6,7;6,1;6,4;6,6;6,8;7,1;1º ao 5º ano;3546900
Santa Lúcia;Pública;6,0;6,4;6,7;6,1;6,4;6,6;6,8;7,1;1º ao 5º ano;3546900
Santa Maria da Serra;Estadual;;;;;6,8;7,0;7,2;7,4;1º ao 5º ano;3547007
Santa Maria da Serra;Municipal;5,5;5,4;6,4;5,7;5,7;5,9;6,1;6,4;1º ao 5º ano;3547007
Santa Maria da Serra;Pública;5,5;5,4;6,4;5,7;6,8;7,0;7,2;7,4;1º ao 5º ano;3547007
Santa Mercedes;Municipal;6,2;6,7;6,9;6,0;5,7;5,9;6,2;6,4;1º ao 5º ano;3547106
Santa Mercedes;Pública;6,2;6,7;6,9;6,0;5,7;5,9;6,2;6,4;1º ao 5º ano;3547106
Santana da Ponte Pensa;Estadual;;8,2;8,3;8,0;6,5;6,7;6,9;7,1;1º ao 5º ano;3547205
Santana da Ponte Pensa;Pública;;8,2;8,3;8,0;6,5;6,7;6,9;7,1;1º ao 5º ano;3547205
Santana de Parnaíba;Municipal;5,7;6,6;6,4;6,1;5,7;5,9;6,2;6,4;1º ao 5º ano;3547304
Santana de Parnaíba;Pública;5,7;6,6;6,4;6,1;5,7;5,9;6,2;6,4;1º ao 5º ano;3547304
Santa Rita d'Oeste;Municipal;6,6;6,1;7,2;6,4;6,9;7,1;7,3;7,5;1º ao 5º ano;3547403
Santa Rita d'Oeste;Pública;6,6;6,1;7,2;6,4;6,9;7,1;7,3;7,5;1º ao 5º ano;3547403
Santa Rita do Passa Quatro;Municipal;6,1;6,6;6,5;6,3;6,2;6,4;6,7;6,9;1º ao 5º ano;3547502
Santa Rita do Passa Quatro;Pública;6,1;6,6;6,5;6,3;6,2;6,4;6,7;6,9;1º ao 5º ano;3547502
Santa Rosa de Viterbo;Estadual;;;;;5,9;6,2;6,4;6,7;1º ao 5º ano;3547601
Santa Rosa de Viterbo;Municipal;5,9;6,0;6,1;5,5;5,8;6,0;6,3;6,5;1º ao 5º ano;3547601
Santa Rosa de Viterbo;Pública;5,9;6,0;6,1;5,5;5,9;6,1;6,4;6,6;1º ao 5º ano;3547601
Santa Salete;Estadual;7,6;7,8;7,8;;6,8;7,0;7,2;7,4;1º ao 5º ano;3547650
Santa Salete;Pública;7,6;7,8;7,8;;6,8;7,0;7,2;7,4;1º ao 5º ano;3547650
Santo Anastácio;Estadual;;;;;5,9;6,2;6,4;6,7;1º ao 5º ano;3547700
Santo Anastácio;Municipal;6,3;6,2;6,6;5,7;6,4;6,6;6,8;7,0;1º ao 5º ano;3547700
Santo Anastácio;Pública;6,3;6,2;6,6;5,7;5,9;6,2;6,4;6,7;1º ao 5º ano;3547700
Santo André;Estadual;6,7;6,7;6,8;6,2;6,3;6,5;6,7;6,9;1º ao 5º ano;3547809
Santo André;Municipal;6,2;6,4;6,3;6,0;6,0;6,3;6,5;6,8;1º ao 5º ano;3547809
Santo André;Pública;6,4;6,5;6,5;6,1;6,2;6,4;6,7;6,9;1º ao 5º ano;3547809
Santo Antônio da Alegria;Municipal;7,0;7,2;6,9;;6,2;6,5;6,7;6,9;1º ao 5º ano;3547908
Santo Antônio da Alegria;Pública;7,0;7,2;6,9;;6,2;6,5;6,7;6,9;1º ao 5º ano;3547908
Santo Antônio de Posse;Municipal;5,6;5,7;5,9;5,5;5,7;6,0;6,2;6,5;1º ao 5º ano;3548005
Santo Antônio de Posse;Pública;5,6;5,7;5,9;5,5;5,7;6,0;6,2;6,5;1º ao 5º ano;3548005
Santo Antônio do Aracanguá;Municipal;6,5;6,7;6,4;6,4;5,2;5,5;5,8;6,0;1º ao 5º ano;3548054
Santo Antônio do Aracanguá;Pública;6,5;6,7;6,4;6,4;5,2;5,5;5,8;6,0;1º ao 5º ano;3548054
Santo Antônio do Jardim;Estadual;;;;;;;;;1º ao 5º ano;3548104
Santo Antônio do Jardim;Municipal;6,7;7,0;7,4;6,5;6,7;6,9;7,1;7,3;1º ao 5º ano;3548104
Santo Antônio do Jardim;Pública;6,7;7,1;7,4;6,5;6,7;6,9;7,1;7,3;1º ao 5º ano;3548104
Santo Antônio do Pinhal;Municipal;6,3;6,6;6,5;6,0;6,0;6,3;6,5;6,8;1º ao 5º ano;3548203
Santo Antônio do Pinhal;Pública;6,3;6,6;6,5;6,0;6,0;6,3;6,5;6,8;1º ao 5º ano;3548203
Santo Expedito;Estadual;;;;;5,4;5,7;5,9;6,2;1º ao 5º ano;3548302
Santo Expedito;Municipal;5,5;5,3;;6,4;5,5;5,7;6,0;6,2;1º ao 5º ano;3548302
Santo Expedito;Pública;5,5;5,3;;6,4;5,4;5,7;5,9;6,2;1º ao 5º ano;3548302
Santópolis do Aguapeí;Municipal;6,9;7,1;7,8;7,0;5,9;6,2;6,4;6,7;1º ao 5º ano;3548401
Santópolis do Aguapeí;Pública;6,9;7,1;7,8;7,0;5,9;6,2;6,4;6,7;1º ao 5º ano;3548401
Santos;Estadual;5,5;5,2;;5,1;5,2;5,5;5,7;6,0;1º ao 5º ano;3548500
Santos;Municipal;6,1;6,0;5,8;5,9;5,7;6,0;6,2;6,5;1º ao 5º ano;3548500
Santos;Pública;6,1;6,0;5,8;5,9;5,7;6,0;6,2;6,5;1º ao 5º ano;3548500
São Bento do Sapucaí;Municipal;6,4;6,5;6,5;6,1;5,7;6,0;6,3;6,5;1º ao 5º ano;3548609
São Bento do Sapucaí;Pública;6,4;6,5;6,5;6,1;5,7;6,0;6,3;6,5;1º ao 5º ano;3548609
São Bernardo do Campo;Municipal;6,8;6,9;6,9;6,4;6,1;6,4;6,6;6,8;1º ao 5º ano;3548708
São Bernardo do Campo;Pública;6,8;6,9;6,9;6,4;6,1;6,4;6,6;6,8;1º ao 5º ano;3548708
São Caetano do Sul;Estadual;;;;;6,6;6,8;7,0;7,2;1º ao 5º ano;3548807
São Caetano do Sul;Municipal;7,2;7,5;7,3;7,0;6,6;6,8;7,0;7,2;1º ao 5º ano;3548807
São Caetano do Sul;Pública;7,2;7,5;7,3;7,0;6,6;6,8;7,0;7,2;1º ao 5º ano;3548807
São Carlos;Estadual;7,2;7,2;7,3;6,8;6,6;6,8;7,0;7,2;1º ao 5º ano;3548906
São Carlos;Municipal;6,5;7,0;6,8;6,2;6,0;6,2;6,5;6,7;1º ao 5º ano;3548906
São Carlos;Pública;6,8;7,1;7,1;6,5;6,4;6,6;6,8;7,0;1º ao 5º ano;3548906
São Francisco;Estadual;7,2;7,3;7,0;5,1;5,9;6,2;6,4;6,7;1º ao 5º ano;3549003
São Francisco;Pública;7,2;7,3;7,0;5,1;5,9;6,2;6,4;6,7;1º ao 5º ano;3549003
São João da Boa Vista;Estadual;;;;;6,4;6,7;6,9;7,1;1º ao 5º ano;3549102
São João da Boa Vista;Municipal;6,7;6,8;6,9;6,6;6,5;6,7;6,9;7,1;1º ao 5º ano;3549102
São João da Boa Vista;Pública;6,7;6,8;6,9;6,6;6,5;6,7;6,9;7,1;1º ao 5º ano;3549102
São João das Duas Pontes;Municipal;6,6;6,3;6,2;5,8;7,3;7,4;7,6;7,8;1º ao 5º ano;3549201
São João das Duas Pontes;Pública;6,6;6,3;6,2;5,8;7,3;7,4;7,6;7,8;1º ao 5º ano;3549201
São João de Iracema;Estadual;;;;;5,7;5,9;6,2;6,4;1º ao 5º ano;3549250
São João de Iracema;Municipal;6,9;7,0;6,4;6,0;6,3;6,5;6,7;6,9;1º ao 5º ano;3549250
São João de Iracema;Pública;6,9;7,0;6,4;6,0;5,7;5,9;6,2;6,4;1º ao 5º ano;3549250
São João do Pau d'Alho;Estadual;;;;;5,7;6,0;6,2;6,5;1º ao 5º ano;3549300
São João do Pau d'Alho;Municipal;;7,2;6,3;;6,3;6,5;6,7;7,0;1º ao 5º ano;3549300
São João do Pau d'Alho;Pública;;7,2;6,3;;5,7;6,0;6,2;6,5;1º ao 5º ano;3549300
São Joaquim da Barra;Estadual;6,6;6,6;7,0;6,4;5,7;6,0;6,3;6,5;1º ao 5º ano;3549409
São Joaquim da Barra;Municipal;;;6,0;5,7;;;;6,2;1º ao 5º ano;3549409
São Joaquim da Barra;Pública;6,7;6,7;6,7;6,2;5,7;6,0;6,3;6,5;1º ao 5º ano;3549409
São José da Bela Vista;Municipal;5,5;5,6;5,8;5,2;5,4;5,7;6,0;6,2;1º ao 5º ano;3549508
São José da Bela Vista;Pública;5,5;5,6;5,8;5,2;5,4;5,7;6,0;6,2;1º ao 5º ano;3549508
São José do Barreiro;Municipal;5,2;4,9;6,0;5,8;5,3;5,6;5,9;6,1;1º ao 5º ano;3549607
São José do Barreiro;Pública;5,2;4,9;6,0;5,8;5,3;5,6;5,9;6,1;1º ao 5º ano;3549607
São José do Rio Pardo;Estadual;6,4;6,7;6,5;6,1;6,2;6,5;6,7;6,9;1º ao 5º ano;3549706
São José do Rio Pardo;Municipal;6,3;6,7;6,2;5,9;5,6;5,8;6,1;6,4;1º ao 5º ano;3549706
São José do Rio Pardo;Pública;6,4;6,7;6,4;6,0;6,0;6,2;6,5;6,7;1º ao 5º ano;3549706
São José do Rio Preto;Estadual;6,9;7,1;;;6,2;6,4;6,6;6,9;1º ao 5º ano;3549805
São José do Rio Preto;Municipal;6,7;6,9;6,7;6,2;6,4;6,6;6,9;7,1;1º ao 5º ano;3549805
São José do Rio Preto;Pública;6,7;6,9;6,7;6,2;6,4;6,6;6,8;7,0;1º ao 5º ano;3549805
São José dos Campos;Estadual;6,5;6,8;6,9;6,5;6,1;6,3;6,6;6,8;1º ao 5º ano;3549904
São José dos Campos;Municipal;6,7;7,0;7,1;6,8;6,4;6,7;6,9;7,1;1º ao 5º ano;3549904
São José dos Campos;Pública;6,6;6,9;7,0;6,7;6,2;6,5;6,7;6,9;1º ao 5º ano;3549904
São Lourenço da Serra;Municipal;6,2;6,6;6,4;6,1;6,0;6,3;6,5;6,8;1º ao 5º ano;3549953
São Lourenço da Serra;Pública;6,2;6,6;6,4;6,1;6,0;6,3;6,5;6,8;1º ao 5º ano;3549953
São Luiz do Paraitinga;Municipal;6,0;6,0;7,1;6,5;5,6;5,8;6,1;6,3;1º ao 5º ano;3550001
São Luiz do Paraitinga;Pública;6,0;6,0;7,1;6,5;5,6;5,8;6,1;6,3;1º ao 5º ano;3550001
São Manuel;Municipal;6,1;6,4;6,5;5,9;5,9;6,2;6,4;6,6;1º ao 5º ano;3550100
São Manuel;Pública;6,1;6,4;6,5;5,9;5,9;6,2;6,4;6,6;1º ao 5º ano;3550100
São Miguel Arcanjo;Estadual;;;7,0;;;;;7,2;1º ao 5º ano;3550209
São Miguel Arcanjo;Municipal;6,7;6,6;;6,3;6,0;6,2;6,5;6,7;1º ao 5º ano;3550209
São Miguel Arcanjo;Pública;6,7;6,6;7,0;6,3;6,0;6,2;6,5;6,7;1º ao 5º ano;3550209
São Paulo;Federal;6,5;7,2;7,4;;6,2;6,5;6,7;6,9;1º ao 5º ano;3550308
São Paulo;Estadual;6,3;6,5;6,5;6,0;5,9;6,2;6,4;6,6;1º ao 5º ano;3550308
São Paulo;Municipal;5,8;6,0;6,0;5,7;5,4;5,7;6,0;6,2;1º ao 5º ano;3550308
São Paulo;Pública;6,1;6,3;6,3;5,9;5,7;5,9;6,2;6,4;1º ao 5º ano;3550308
São Pedro;Municipal;6,0;6,2;6,5;5,8;5,6;5,9;6,2;6,4;1º ao 5º ano;3550407
São Pedro;Pública;6,0;6,2;6,5;5,8;5,6;5,9;6,2;6,4;1º ao 5º ano;3550407
São Pedro do Turvo;Municipal;6,3;7,5;7,7;5,9;5,7;5,9;6,2;6,4;1º ao 5º ano;3550506
São Pedro do Turvo;Pública;6,3;7,5;7,7;5,9;5,7;5,9;6,2;6,4;1º ao 5º ano;3550506
São Roque;Municipal;5,7;5,9;6,1;5,7;5,8;6,0;6,3;6,5;1º ao 5º ano;3550605
São Roque;Pública;5,7;5,9;6,1;5,7;5,8;6,0;6,3;6,5;1º ao 5º ano;3550605
São Sebastião;Municipal;5,7;6,1;6,3;6,0;5,5;5,7;6,0;6,3;1º ao 5º ano;3550704
São Sebastião;Pública;5,7;6,1;6,3;6,0;5,5;5,7;6,0;6,3;1º ao 5º ano;3550704
São Sebastião da Grama;Municipal;5,9;7,2;6,9;5,8;5,7;5,9;6,2;6,4;1º ao 5º ano;3550803
São Sebastião da Grama;Pública;5,9;7,2;6,9;5,8;5,7;5,9;6,2;6,4;1º ao 5º ano;3550803
São Simão;Estadual;6,1;6,4;6,5;5,9;5,9;6,1;6,4;6,6;1º ao 5º ano;3550902
São Simão;Municipal;5,7;5,6;5,9;6,4;4,9;5,2;5,5;5,7;1º ao 5º ano;3550902
São Simão;Pública;5,8;5,8;6,0;6,3;5,4;5,7;5,9;6,2;1º ao 5º ano;3550902
São Vicente;Estadual;6,1;6,2;6,9;6,1;6,1;6,3;6,6;6,8;1º ao 5º ano;3551009
São Vicente;Municipal;5,3;5,8;5,7;5,5;5,9;6,2;6,4;6,6;1º ao 5º ano;3551009
São Vicente;Pública;5,4;5,8;5,8;5,5;5,9;6,2;6,4;6,6;1º ao 5º ano;3551009
Sarapuí;Estadual;;;;;5,7;5,9;6,2;6,4;1º ao 5º ano;3551108
Sarapuí;Municipal;6,1;5,9;6,2;5,7;6,1;6,3;6,6;6,8;1º ao 5º ano;3551108
Sarapuí;Pública;6,1;5,9;6,2;5,7;6,1;6,4;6,6;6,8;1º ao 5º ano;3551108
Sarutaiá;Municipal;6,0;5,9;6,4;7,0;5,2;5,5;5,7;6,0;1º ao 5º ano;3551207
Sarutaiá;Pública;6,0;5,9;6,4;7,0;5,2;5,5;5,7;6,0;1º ao 5º ano;3551207
Sebastianópolis do Sul;Municipal;6,9;7,1;8,3;7,9;7,0;7,2;7,4;7,5;1º ao 5º ano;3551306
Sebastianópolis do Sul;Pública;6,9;7,1;8,3;7,9;7,0;7,2;7,4;7,5;1º ao 5º ano;3551306
Serra Azul;Municipal;5,3;5,7;5,5;5,4;5,1;5,3;5,6;5,9;1º ao 5º ano;3551405
Serra Azul;Pública;5,3;5,7;5,5;5,4;5,1;5,3;5,6;5,9;1º ao 5º ano;3551405
Serrana;Municipal;6,3;6,2;6,1;5,7;5,6;5,8;6,1;6,4;1º ao 5º ano;3551504
Serrana;Pública;6,3;6,2;6,1;5,7;5,6;5,8;6,1;6,4;1º ao 5º ano;3551504
Serra Negra;Estadual;6,7;6,8;7,0;6,3;5,6;5,9;6,1;6,4;1º ao 5º ano;3551603
Serra Negra;Pública;6,7;6,8;7,0;6,3;5,6;5,9;6,1;6,4;1º ao 5º ano;3551603
Sertãozinho;Estadual;;;;;;;;;1º ao 5º ano;3551702
Sertãozinho;Municipal;6,7;7,2;6,9;5,8;6,2;6,4;6,7;6,9;1º ao 5º ano;3551702
Sertãozinho;Pública;6,7;7,2;6,9;5,8;6,2;6,4;6,7;6,9;1º ao 5º ano;3551702
Sete Barras;Estadual;;;;;;;;;1º ao 5º ano;3551801
Sete Barras;Municipal;5,9;6,1;6,0;6,2;6,6;6,8;7,0;7,2;1º ao 5º ano;3551801
Sete Barras;Pública;5,9;6,1;6,0;6,2;6,6;6,8;7,0;7,2;1º ao 5º ano;3551801
Severínia;Municipal;5,7;6,4;6,5;5,7;5,8;6,0;6,3;6,5;1º ao 5º ano;3551900
Severínia;Pública;5,7;6,4;6,5;5,7;5,8;6,0;6,3;6,5;1º ao 5º ano;3551900
Silveiras;Municipal;5,7;5,5;5,9;5,6;6,0;6,3;6,5;6,7;1º ao 5º ano;3552007
Silveiras;Pública;5,7;5,5;5,9;5,6;6,0;6,3;6,5;6,7;1º ao 5º ano;3552007
Socorro;Estadual;;;;;;;;;1º ao 5º ano;3552106
Socorro;Municipal;7,0;7,5;7,5;6,6;5,9;6,2;6,4;6,7;1º ao 5º ano;3552106
Socorro;Pública;7,0;7,5;7,4;6,6;6,0;6,3;6,5;6,7;1º ao 5º ano;3552106
Sorocaba;Estadual;6,7;6,8;7,0;6,4;6,1;6,4;6,6;6,8;1º ao 5º ano;3552205
Sorocaba;Municipal;6,4;6,7;6,6;6,2;6,2;6,4;6,6;6,9;1º ao 5º ano;3552205
Sorocaba;Pública;6,5;6,7;6,7;6,2;6,1;6,4;6,6;6,8;1º ao 5º ano;3552205
Sud Mennucci;Municipal;6,2;7,0;6,9;6,2;7,0;7,2;7,4;7,6;1º ao 5º ano;3552304
Sud Mennucci;Pública;6,2;7,0;6,9;6,2;7,0;7,2;7,4;7,6;1º ao 5º ano;3552304
Sumaré;Estadual;6,2;6,6;6,7;6,2;6,1;6,3;6,6;6,8;1º ao 5º ano;3552403
