cod_ibge;municipio;ano;de_00a03anos;de_04e05anos;de_06a10anos;de_11a14anos;de_15a17anos;populacao_total;ate17anos;demais_idades;partic_ate17anos
3502804;Araçatuba;2015;8.567;4.231;10.300;8.549;7.695;186.533;39.342;147.191;21,09
3502903;Araçoiaba da Serra;2015;1.685;766;1.868;1.647;1.531;29.907;7.497;22.410;25,07
3503000;Aramina;2015;269;121;297;260;232;5.340;1.179;4.161;22,08
3503109;Arandu;2015;312;148;384;358;332;6.138;1.534;4.604;24,99
3503158;Arapeí;2015;120;62;166;147;128;2.472;623;1.849;25,2
3503208;Araraquara;2015;10.255;4.907;11.888;9.945;8.751;219.631;45.746;173.885;20,83
3503307;Araras;2015;5.902;2.931;7.172;5.996;5.396;125.185;27.397;97.788;21,89
3503356;Arco-Íris;2015;78;44;104;84;75;1.857;385;1.472;20,73
3503406;Arealva;2015;352;168;445;417;353;8.027;1.735;6.292;21,61
3503505;Areias;2015;219;101;270;254;211;3.754;1.055;2.699;28,1
3503604;Areiópolis;2015;634;294;780;714;569;10.684;2.991;7.693;28
3503703;Ariranha;2015;438;224;560;461;401;8.953;2.084;6.869;23,28
3503802;Artur Nogueira;2015;2.526;1.248;3.212;2.819;2.417;48.899;12.222;36.677;24,99
3503901;Arujá;2015;5.498;2.227;5.536;5.189;4.440;82.437;22.890;59.547;27,77
3503950;Aspásia;2015;71;31;90;88;70;1.786;350;1.436;19,6
3504008;Assis;2015;4.763;2.341;5.664;4.640;4.055;98.415;21.463;76.952;21,81
3504107;Atibaia;2015;7.952;3.298;8.087;7.392;6.371;133.442;33.100;100.342;24,8
3504206;Auriflama;2015;594;286;760;697;550;14.366;2.887;11.479;20,1
3504305;Avaí;2015;252;131;337;298;267;5.126;1.285;3.841;25,07
3504404;Avanhandava;2015;622;316;761;616;525;11.707;2.840;8.867;24,26
3504503;Avaré;2015;4.457;2.159;5.419;4.620;3.870;85.384;20.525;64.859;24,04
3504602;Bady Bassitt;2015;680;356;911;793;737;15.609;3.477;12.132;22,28
3504701;Balbinos;2015;57;35;89;72;36;3.691;289;3.402;7,83
3504800;Bálsamo;2015;357;182;436;350;334;8.366;1.659;6.707;19,83
3504909;Bananal;2015;548;285;700;583;529;10.423;2.645;7.778;25,38
3505005;Barão de Antonina;2015;159;85;229;206;173;3.247;852;2.395;26,24
3505104;Barbosa;2015;385;183;459;412;381;6.934;1.820;5.114;26,25
3505203;Bariri;2015;1.545;760;1.992;1.800;1.575;32.872;7.672;25.200;23,34
3505302;Barra Bonita;2015;1.470;716;1.835;1.618;1.409;35.058;7.048;28.010;20,1
3505351;Barra do Chapéu;2015;323;160;407;365;347;5.380;1.602;3.778;29,78
3505401;Barra do Turvo;2015;473;242;626;559;509;7.659;2.409;5.250;31,45
3505500;Barretos;2015;5.490;2.724;6.815;5.743;4.852;115.378;25.624;89.754;22,21
3505609;Barrinha;2015;1.922;941;2.314;1.894;1.562;30.463;8.633;21.830;28,34
3505708;Barueri;2015;19.498;7.646;17.310;14.871;12.954;253.047;72.279;180.768;28,56
3505807;Bastos;2015;1.037;512;1.315;1.136;935;20.259;4.935;15.324;24,36
3505906;Batatais;2015;2.772;1.331;3.414;3.029;2.570;58.475;13.116;45.359;22,43
3506003;Bauru;2015;17.306;8.261;20.926;18.232;15.353;354.928;80.078;274.850;22,56
3506102;Bebedouro;2015;3.396;1.699;4.380;3.860;3.361;74.703;16.696;58.007;22,35
3506201;Bento de Abreu;2015;142;72;178;151;136;2.814;679;2.135;24,13
3506300;Bernardino de Campos;2015;546;263;649;550;490;10.770;2.498;8.272;23,19
3506359;Bertioga;2015;4.047;1.763;4.276;3.690;3.120;55.660;16.896;38.764;30,36
3506409;Bilac;2015;332;131;336;341;317;7.469;1.457;6.012;19,51
3506508;Birigui;2015;5.121;2.673;6.649;5.506;4.874;115.495;24.823;90.672;21,49
3506607;Biritiba Mirim;2015;1.789;849;2.184;1.946;1.665;30.455;8.433;22.022;27,69
3506706;Boa Esperança do Sul;2015;763;396;995;838;754;14.120;3.746;10.374;26,53
3506805;Bocaina;2015;610;272;701;645;543;11.527;2.771;8.756;24,04
3506904;Bofete;2015;531;266;707;643;560;10.376;2.707;7.669;26,09
3507001;Boituva;2015;3.021;1.409;3.477;2.966;2.498;53.228;13.371;39.857;25,12
3507100;Bom Jesus dos Perdões;2015;1.221;573;1.501;1.367;1.146;22.123;5.808;16.315;26,25
3507159;Bom Sucesso de Itararé;2015;266;123;311;273;241;3.703;1.214;2.489;32,78
3507209;Borá;2015;33;21;48;35;34;808;171;637;21,16
3507308;Boracéia;2015;251;126;305;243;216;4.521;1.141;3.380;25,24
3507407;Borborema;2015;680;320;866;801;636;14.976;3.303;11.673;22,06
3507456;Borebi;2015;136;70;175;151;130;2.444;662;1.782;27,09
3507506;Botucatu;2015;6.915;3.304;8.254;7.097;6.079;134.858;31.649;103.209;23,47
3507605;Bragança Paulista;2015;8.412;3.678;8.938;8.011;7.303;156.241;36.342;119.899;23,26
3507704;Braúna;2015;235;126;317;257;235;5.304;1.170;4.134;22,06
3507753;Brejo Alegre;2015;119;54;156;157;137;2.677;623;2.054;23,27
3507803;Brodowski;2015;1.092;511;1.367;1.301;1.125;22.680;5.396;17.284;23,79
3507902;Brotas;2015;1.212;592;1.464;1.248;1.097;22.796;5.613;17.183;24,62
3508009;Buri;2015;1.357;613;1.563;1.379;1.115;19.059;6.027;13.032;31,62
3508108;Buritama;2015;727;406;978;748;672;16.053;3.531;12.522;22
3508207;Buritizal;2015;200;101;251;204;171;4.188;927;3.261;22,13
3508306;Cabrália Paulista;2015;207;110;301;270;218;4.322;1.106;3.216;25,59
3508405;Cabreúva;2015;2.750;1.342;3.389;2.896;2.432;45.556;12.809;32.747;28,12
3508504;Caçapava;2015;4.838;2.321;5.695;4.775;4.120;88.346;21.749;66.597;24,62
3508603;Cachoeira Paulista;2015;1.576;794;2.023;1.716;1.436;31.225;7.545;23.680;24,16
3508702;Caconde;2015;917;444;1.218;1.172;1.029;18.685;4.780;13.905;25,58
3508801;Cafelândia;2015;882;421;1.013;846;772;16.939;3.934;13.005;23,22
3508900;Caiabu;2015;212;95;233;206;184;4.094;930;3.164;22,72
3509007;Caieiras;2015;5.255;2.560;6.384;5.487;4.868;93.639;24.554;69.085;26,22
3509106;Caiuá;2015;224;106;298;309;283;5.329;1.220;4.109;22,89
3509205;Cajamar;2015;4.737;2.138;5.114;4.293;3.693;71.013;19.975;51.038;28,13
3509254;Cajati;2015;1.827;894;2.273;1.995;1.767;28.503;8.756;19.747;30,72
3509304;Cajobi;2015;430;199;553;534;410;9.958;2.126;7.832;21,35
3509403;Cajuru;2015;1.421;656;1.612;1.400;1.229;24.537;6.318;18.219;25,75
3509452;Campina do Monte Alegre;2015;313;147;397;372;305;5.690;1.534;4.156;26,96
3509502;Campinas;2015;58.890;26.665;63.666;53.934;47.862;1.134.546;251.017;883.529;22,12
3509601;Campo Limpo Paulista;2015;4.430;2.175;5.342;4.426;3.797;78.619;20.170;58.449;25,66
3509700;Campos do Jordão;2015;3.072;1.345;3.320;2.974;2.592;48.997;13.303;35.694;27,15
3509809;Campos Novos Paulista;2015;233;121;333;300;245;4.677;1.232;3.445;26,34
3509908;Cananéia;2015;731;352;893;804;736;12.211;3.516;8.695;28,79
3509957;Canas;2015;288;155;386;307;255;4.733;1.391;3.342;29,39
3510005;Cândido Mota;2015;1.400;747;1.859;1.526;1.359;29.965;6.891;23.074;23
3510104;Cândido Rodrigues;2015;116;46;132;128;90;2.675;512;2.163;19,14
3510153;Canitar;2015;288;127;378;383;287;4.674;1.463;3.211;31,3
3510203;Capão Bonito;2015;2.764;1.251;3.290;3.070;2.581;46.133;12.956;33.177;28,08
3510302;Capela do Alto;2015;1.079;484;1.294;1.239;1.046;19.006;5.142;13.864;27,05
3510401;Capivari;2015;2.919;1.386;3.459;2.939;2.420;51.447;13.123;38.324;25,51
3510500;Caraguatatuba;2015;6.223;2.978;7.459;6.451;5.602;108.998;28.713;80.285;26,34
3510609;Carapicuíba;2015;25.803;11.240;27.088;23.086;19.183;383.226;106.400;276.826;27,76
3510708;Cardoso;2015;484;280;721;586;498;11.768;2.569;9.199;21,83
3510807;Casa Branca;2015;1.475;662;1.646;1.463;1.252;28.903;6.498;22.405;22,48
3510906;Cássia dos Coqueiros;2015;112;52;151;152;120;2.553;587;1.966;22,99
3511003;Castilho;2015;996;522;1.271;1.030;955;19.412;4.774;14.638;24,59
3511102;Catanduva;2015;5.142;2.609;6.307;5.116;4.586;115.288;23.760;91.528;20,61
3511201;Catiguá;2015;344;171;450;392;305;7.346;1.662;5.684;22,62
3511300;Cedral;2015;354;171;449;412;358;8.434;1.744;6.690;20,68
3511409;Cerqueira César;2015;972;473;1.248;1.113;880;18.391;4.686;13.705;25,48
3511508;Cerquilho;2015;2.141;1.041;2.551;2.183;2.018;43.355;9.934;33.421;22,91
3511607;Cesário Lange;2015;853;445;1.078;862;781;16.516;4.019;12.497;24,33
3511706;Charqueada;2015;888;420;1.039;891;765;16.043;4.003;12.040;24,95
3511904;Clementina;2015;475;236;559;417;306;7.743;1.993;5.750;25,74
3512001;Colina;2015;842;403;1.043;938;806;17.515;4.032;13.483;23,02
3512100;Colômbia;2015;357;152;374;337;292;6.025;1.512;4.513;25,1
3512209;Conchal;2015;1.582;716;1.788;1.584;1.346;26.288;7.016;19.272;26,69
3512308;Conchas;2015;900;454;1.153;963;798;16.717;4.268;12.449;25,53
3512407;Cordeirópolis;2015;1.242;563;1.420;1.263;1.064;22.824;5.552;17.272;24,33
3512506;Coroados;2015;240;146;355;269;252;5.620;1.262;4.358;22,46
3512605;Coronel Macedo;2015;223;130;342;290;276;4.895;1.261;3.634;25,76
3512704;Corumbataí;2015;190;86;239;240;212;3.919;967;2.952;24,67
3512803;Cosmópolis;2015;3.549;1.754;4.461;3.787;3.081;65.328;16.632;48.696;25,46
3512902;Cosmorama;2015;268;137;360;330;298;7.100;1.393;5.707;19,62
3513009;Cotia;2015;14.923;6.396;15.468;13.590;11.713;224.980;62.090;162.890;27,6
3513108;Cravinhos;2015;1.694;810;2.082;1.862;1.615;33.113;8.063;25.050;24,35
3513207;Cristais Paulista;2015;430;189;500;473;385;8.032;1.977;6.055;24,61
3513306;Cruzália;2015;98;50;118;96;98;2.186;460;1.726;21,04
3513405;Cruzeiro;2015;4.285;2.047;5.025;4.228;3.648;78.581;19.233;59.348;24,48
3513504;Cubatão;2015;7.225;3.478;8.892;7.639;6.139;124.043;33.373;90.670;26,9
3513603;Cunha;2015;1.094;455;1.270;1.322;1.132;21.697;5.273;16.424;24,3
3513702;Descalvado;2015;1.407;716;1.800;1.542;1.387;31.797;6.852;24.945;21,55
3513801;Diadema;2015;25.301;11.041;26.653;23.020;19.651;396.234;105.666;290.568;26,67
3513850;Dirce Reis;2015;71;38;97;72;58;1.708;336;1.372;19,67
3513900;Divinolândia;2015;550;229;545;490;448;11.020;2.262;8.758;20,53
3514007;Dobrada;2015;500;253;629;517;428;8.428;2.327;6.101;27,61
3514106;Dois Córregos;2015;1.597;765;1.792;1.388;1.154;25.870;6.696;19.174;25,88
3514205;Dolcinópolis;2015;87;35;104;111;84;2.069;421;1.648;20,35
3514304;Dourado;2015;371;183;476;423;342;8.540;1.795;6.745;21,02
3514403;Dracena;2015;1.968;902;2.227;1.952;1.672;44.247;8.721;35.526;19,71
3514502;Duartina;2015;553;260;684;623;485;12.116;2.605;9.511;21,5
3514601;Dumont;2015;417;206;559;516;430;8.960;2.128;6.832;23,75
3514700;Echaporã;2015;328;172;402;316;306;6.262;1.524;4.738;24,34
3514809;Eldorado;2015;984;445;1.165;1.110;1.027;14.828;4.731;10.097;31,91
3514908;Elias Fausto;2015;859;421;1.093;985;868;16.612;4.226;12.386;25,44
3514924;Elisiário;2015;142;80;186;138;141;3.324;687;2.637;20,67
3514957;Embaúba;2015;114;52;139;127;92;2.408;524;1.884;21,76
3515004;Embu;2015;18.033;7.754;18.537;15.995;13.820;256.031;74.139;181.892;28,96
3515103;Embu-Guaçu;2015;3.782;1.770;4.614;4.249;3.737;65.435;18.152;47.283;27,74
3515129;Emilianópolis;2015;126;62;170;154;123;3.054;635;2.419;20,79
3515152;Engenheiro Coelho;2015;1.110;536;1.352;1.143;951;18.343;5.092;13.251;27,76
3515186;Espírito Santo do Pinhal;2015;1.969;917;2.323;2.106;1.917;42.294;9.232;33.062;21,83
3515194;Espírito Santo do Turvo;2015;264;129;339;296;229;4.519;1.257;3.262;27,82
3515202;Estrela d'Oeste;2015;367;167;441;397;330;8.157;1.702;6.455;20,87
3515301;Estrela do Norte;2015;129;75;185;141;125;2.654;655;1.999;24,68
3515350;Euclides da Cunha Paulista;2015;498;262;686;610;543;9.500;2.599;6.901;27,36
3515400;Fartura;2015;774;389;972;826;736;15.461;3.697;11.764;23,91
3515509;Fernandópolis;2015;2.788;1.297;3.361;3.074;2.648;65.552;13.168;52.384;20,09
3515608;Fernando Prestes;2015;215;124;310;247;210;5.561;1.106;4.455;19,89
3515657;Fernão;2015;73;33;98;93;76;1.604;373;1.231;23,25
3515707;Ferraz de Vasconcelos;2015;11.312;5.257;13.043;11.441;10.197;180.775;51.250;129.525;28,35
3515806;Flora Rica;2015;67;31;74;72;84;1.654;328;1.326;19,83
3515905;Floreal;2015;106;34;107;135;100;2.926;482;2.444;16,47
3516002;Flórida Paulista;2015;567;288;718;603;510;12.447;2.686;9.761;21,58
3516101;Florínia;2015;134;62;167;155;123;2.750;641;2.109;23,31
3516200;Franca;2015;17.813;8.313;21.146;18.695;15.674;331.259;81.641;249.618;24,65
3516309;Francisco Morato;2015;10.751;5.201;13.061;11.232;9.744;164.058;49.989;114.069;30,47
3516408;Franco da Rocha;2015;8.803;3.941;9.631;8.437;7.353;142.214;38.165;104.049;26,84
3516507;Gabriel Monteiro;2015;102;55;141;117;98;2.702;513;2.189;18,99
3516606;Gália;2015;274;151;389;330;302;6.730;1.446;5.284;21,49
3516705;Garça;2015;1.992;1.018;2.602;2.239;1.937;42.769;9.788;32.981;22,89
3516804;Gastão Vidigal;2015;245;120;286;212;170;4.513;1.033;3.480;22,89
3516853;Gavião Peixoto;2015;234;116;310;270;210;4.516;1.140;3.376;25,24
3516903;General Salgado;2015;445;242;599;485;424;10.686;2.195;8.491;20,54
3517000;Getulina;2015;482;229;609;565;471;10.797;2.356;8.441;21,82
3517109;Glicério;2015;231;124;305;253;227;4.664;1.140;3.524;24,44
3517208;Guaiçara;2015;628;307;753;633;564;11.334;2.885;8.449;25,45
3517307;Guaimbê;2015;291;152;380;318;276;5.466;1.417;4.049;25,92
3517406;Guaíra;2015;1.755;921;2.387;2.046;1.754;38.327;8.863;29.464;23,12
3517505;Guapiaçu;2015;887;431;1.084;940;824;19.489;4.166;15.323;21,38
3517604;Guapiara;2015;1.101;469;1.235;1.209;1.053;17.690;5.067;12.623;28,64
3517703;Guará;2015;1.143;574;1.543;1.355;1.026;20.322;5.641;14.681;27,76
3517802;Guaraçai;2015;413;180;450;414;367;8.440;1.824;6.616;21,61
3517901;Guaraci;2015;582;292;713;570;466;10.494;2.623;7.871;25
3518008;Guarani d'Oeste;2015;75;47;122;100;84;1.947;428;1.519;21,98
3518107;Guarantã;2015;331;175;465;408;344;6.436;1.723;4.713;26,77
3518206;Guararapes;2015;1.658;751;1.809;1.537;1.331;31.445;7.086;24.359;22,53
3518305;Guararema;2015;1.726;682;1.700;1.647;1.446;27.621;7.201;20.420;26,07
3518404;Guaratinguetá;2015;6.308;2.711;6.629;5.923;5.101;115.446;26.672;88.774;23,1
3518503;Guareí;2015;625;301;790;726;623;15.163;3.065;12.098;20,21
3518602;Guariba;2015;2.127;1.068;2.648;2.161;1.790;37.351;9.794;27.557;26,22
3518701;Guarujá;2015;17.971;8.579;21.448;18.404;15.756;303.376;82.158;221.218;27,08
3518800;Guarulhos;2015;80.968;36.026;88.817;78.151;67.316;1.288.364;351.278;937.086;27,27
3518859;Guatapará;2015;370;192;516;456;363;7.204;1.897;5.307;26,33
3518909;Guzolândia;2015;240;124;326;286;235;4.936;1.211;3.725;24,53
3519006;Herculândia;2015;478;218;585;547;426;8.980;2.254;6.726;25,1
3519055;Holambra;2015;846;315;780;751;614;13.060;3.306;9.754;25,31
3519071;Hortolândia;2015;11.411;5.535;13.946;12.209;10.774;211.690;53.875;157.815;25,45
3519105;Iacanga;2015;534;262;643;548;483;10.702;2.470;8.232;23,08
3519204;Iacri;2015;308;156;397;328;266;6.353;1.455;4.898;22,9
3519253;Iaras;2015;292;168;400;343;438;6.624;1.641;4.983;24,77
3519303;Ibaté;2015;1.929;929;2.282;1.916;1.646;32.816;8.702;24.114;26,52
3519402;Ibirá;2015;557;282;669;529;458;11.521;2.495;9.026;21,66
3519501;Ibirarema;2015;363;173;458;423;359;7.121;1.776;5.345;24,94
3519600;Ibitinga;2015;2.816;1.345;3.281;2.749;2.357;56.057;12.548;43.509;22,38
3519709;Ibiúna;2015;4.106;1.948;5.130;4.726;4.084;73.857;19.994;53.863;27,07
3519808;Icém;2015;469;211;513;430;355;7.760;1.978;5.782;25,49
3519907;Iepê;2015;400;198;483;402;355;7.768;1.838;5.930;23,66
3520004;Igaraçu do Tietê;2015;1.275;614;1.541;1.313;1.083;23.739;5.826;17.913;24,54
3520103;Igarapava;2015;1.418;733;1.857;1.525;1.223;28.761;6.756;22.005;23,49
3520202;Igaratá;2015;524;229;600;566;478;9.075;2.397;6.678;26,41
3520301;Iguape;2015;1.469;695;2.017;2.003;1.604;29.082;7.788;21.294;26,78
3520400;Ilhabela;2015;1.981;876;2.179;1.906;1.556;31.036;8.498;22.538;27,38
3520426;Ilha Comprida;2015;520;236;610;572;527;9.647;2.465;7.182;25,55
3520442;Ilha Solteira;2015;1.080;553;1.347;1.132;1.068;25.487;5.180;20.307;20,32
3520509;Indaiatuba;2015;11.657;5.440;13.626;11.920;10.159;225.974;52.802;173.172;23,37
3520608;Indiana;2015;232;110;266;227;209;4.801;1.044;3.757;21,75
3520707;Indiaporã;2015;203;74;187;181;140;3.869;785;3.084;20,29
3520806;Inúbia Paulista;2015;183;87;213;190;184;3.769;857;2.912;22,74
3520905;Ipaussu;2015;715;397;1.003;809;717;14.078;3.641;10.437;25,86
3521002;Iperó;2015;1.576;855;2.222;1.899;1.639;31.531;8.191;23.340;25,98
3521101;Ipeúna;2015;347;182;485;422;341;6.781;1.777;5.004;26,21
3521150;Ipiguá;2015;225;108;277;245;218;4.870;1.073;3.797;22,03
3521200;Iporanga;2015;269;130;327;296;282;4.339;1.304;3.035;30,05
3521309;Ipuã;2015;857;377;1.024;965;725;15.036;3.948;11.088;26,26
3521408;Iracemápolis;2015;1.130;537;1.355;1.167;976;22.012;5.165;16.847;23,46
3521507;Irapuã;2015;322;197;490;373;325;7.517;1.707;5.810;22,71
3521606;Irapuru;2015;244;131;329;303;309;7.544;1.316;6.228;17,44
3521705;Itaberá;2015;940;471;1.188;1.048;1.004;17.678;4.651;13.027;26,31
3521804;Itaí;2015;1.390;689;1.725;1.456;1.248;25.260;6.508;18.752;25,76
3521903;Itajobi;2015;574;282;733;660;568;14.620;2.817;11.803;19,27
3522000;Itaju;2015;146;78;218;202;179;3.465;823;2.642;23,75
3522109;Itanhaém;2015;5.638;2.642;6.611;5.754;4.966;92.956;25.611;67.345;27,55
3522158;Itaóca;2015;166;76;196;205;230;3.186;873;2.313;27,4
3522208;Itapecerica da Serra;2015;10.805;4.828;11.718;10.138;8.855;161.271;46.344;114.927;28,74
3522307;Itapetininga;2015;8.481;3.924;10.136;9.178;7.662;152.329;39.381;112.948;25,85
3522406;Itapeva;2015;5.388;2.507;6.480;5.886;5.050;89.572;25.311;64.261;28,26
3522505;Itapevi;2015;15.091;6.799;16.807;14.700;12.613;218.853;66.010;152.843;30,16
3522604;Itapira;2015;3.110;1.427;3.612;3.314;3.000;70.341;14.463;55.878;20,56
3522653;Itapirapuã Paulista;2015;266;111;323;336;268;4.006;1.304;2.702;32,55
3522703;Itápolis;2015;1.796;850;2.245;2.063;1.709;40.837;8.663;32.174;21,21
3522802;Itaporanga;2015;821;400;1.034;907;741;14.600;3.903;10.697;26,73
3522901;Itapuí;2015;646;364;916;727;603;13.013;3.256;9.757;25,02
3523008;Itapura;2015;211;113;301;265;227;4.640;1.117;3.523;24,07
3523107;Itaquaquecetuba;2015;22.208;10.522;26.877;23.800;20.385;345.787;103.792;241.995;30,02
3523206;Itararé;2015;2.727;1.265;3.314;3.077;2.674;48.377;13.057;35.320;26,99
3523305;Itariri;2015;814;504;1.369;1.170;1.030;16.360;4.887;11.473;29,87
3523404;Itatiba;2015;5.591;2.531;6.442;5.840;4.997;110.364;25.401;84.963;23,02
3523503;Itatinga;2015;1.284;612;1.489;1.223;1.015;19.281;5.623;13.658;29,16
3523602;Itirapina;2015;746;369;919;785;639;16.370;3.458;12.912;21,12
3523701;Itirapuã;2015;303;164;445;398;332;6.094;1.642;4.452;26,94
3523800;Itobi;2015;333;182;482;418;347;7.578;1.762;5.816;23,25
3523909;Itu;2015;9.297;4.188;10.190;8.795;7.637;162.309;40.107;122.202;24,71
3524006;Itupeva;2015;3.236;1.499;3.650;3.055;2.539;52.234;13.979;38.255;26,76
3524105;Ituverava;2015;1.946;911;2.309;2.054;1.813;39.550;9.033;30.517;22,84
3524204;Jaborandi;2015;348;165;418;358;277;6.644;1.566;5.078;23,57
3524303;Jaboticabal;2015;3.409;1.583;4.176;3.832;3.124;73.091;16.124;56.967;22,06
3524402;Jacareí;2015;12.751;5.768;14.140;12.199;10.425;220.103;55.283;164.820;25,12
3524501;Jaci;2015;289;150;380;328;293;6.344;1.440;4.904;22,7
3524600;Jacupiranga;2015;919;499;1.319;1.148;995;17.155;4.880;12.275;28,45
3524709;Jaguariúna;2015;2.882;1.283;3.057;2.597;2.290;50.386;12.109;38.277;24,03
3524808;Jales;2015;1.964;984;2.459;2.101;1.892;47.170;9.400;37.770;19,93
3524907;Jambeiro;2015;302;142;376;352;290;5.844;1.462;4.382;25,02
3525003;Jandira;2015;6.792;3.332;8.339;7.087;6.121;116.045;31.671;84.374;27,29
3525102;Jardinópolis;2015;2.093;1.087;2.794;2.379;2.025;40.493;10.378;30.115;25,63
3525201;Jarinu;2015;1.567;704;1.779;1.597;1.341;26.961;6.988;19.973;25,92
3525300;Jaú;2015;6.904;3.343;8.404;7.191;6.053;139.844;31.895;107.949;22,81
3525409;Jeriquara;2015;158;90;240;208;168;3.148;864;2.284;27,45
3525508;Joanópolis;2015;583;287;745;637;489;12.255;2.741;9.514;22,37
3525607;João Ramalho;2015;221;118;299;245;211;4.267;1.094;3.173;25,64
3525706;José Bonifácio;2015;1.676;775;1.978;1.788;1.519;34.419;7.736;26.683;22,48
3525805;Júlio Mesquita;2015;259;94;275;308;245;4.524;1.181;3.343;26,11
3525854;Jumirim;2015;149;58;175;194;137;3.075;713;2.362;23,19
3525904;Jundiaí;2015;20.388;9.208;22.201;18.684;15.695;391.040;86.176;304.864;22,04
3526001;Junqueirópolis;2015;866;417;1.032;881;745;19.402;3.941;15.461;20,31
3526100;Juquiá;2015;1.076;518;1.349;1.282;1.262;18.912;5.487;13.425;29,01
3526209;Juquitiba;2015;1.843;846;2.182;2.012;1.805;29.508;8.688;20.820;29,44
3526308;Lagoinha;2015;217;94;266;275;233;4.818;1.085;3.733;22,52
3526407;Laranjal Paulista;2015;1.436;619;1.563;1.440;1.239;26.585;6.297;20.288;23,69
3526506;Lavínia;2015;204;118;285;235;216;8.616;1.058;7.558;12,28
3526605;Lavrinhas;2015;435;218;523;421;395;6.882;1.992;4.890;28,95
3526704;Leme;2015;5.261;2.579;6.384;5.347;4.581;96.529;24.152;72.377;25,02
3526803;Lençóis Paulista;2015;3.211;1.597;4.103;3.589;3.077;64.010;15.577;48.433;24,34
3526902;Limeira;2015;13.880;6.784;17.135;14.846;12.905;286.882;65.550;221.332;22,85
3527009;Lindóia;2015;318;192;471;357;337;7.285;1.675;5.610;22,99
3527108;Lins;2015;3.502;1.677;4.132;3.594;3.331;73.484;16.236;57.248;22,09
3527207;Lorena;2015;4.876;2.204;5.437;4.711;3.947;84.653;21.175;63.478;25,01
3527256;Lourdes;2015;77;42;115;104;83;2.163;421;1.742;19,46
3527306;Louveira;2015;2.728;1.255;2.888;2.241;1.861;43.322;10.973;32.349;25,33
3527405;Lucélia;2015;917;422;1.141;1.068;848;20.491;4.396;16.095;21,45
3527504;Lucianópolis;2015;114;51;137;138;126;2.249;566;1.683;25,17
3527603;Luís Antônio;2015;722;357;907;799;714;12.921;3.499;9.422;27,08
3527702;Luiziânia;2015;287;136;330;270;242;5.395;1.265;4.130;23,45
3527801;Lupércio;2015;243;121;301;250;237;4.386;1.152;3.234;26,27
3527900;Lutécia;2015;139;58;163;159;117;2.660;636;2.024;23,91
